
Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.103246,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.103240,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129937,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129933,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129931,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129927,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129925,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129922,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129928,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129922,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129920,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129918,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129915,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129910,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.129908,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.149849,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.149847,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.149843,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.149842,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.161821,0.000000

Complete execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time, Average time
Forked,40,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,html,1601,0.162479,0.132834

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.026762,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.026755,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.026753,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035846,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035844,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035841,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035840,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035838,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035833,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.035829,0.000000

Complete execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time, Average time
Threaded,20,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:45 2019,jpg,118202,0.036284,0.033114

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Threaded,100,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:46 2019,jpg,118202,0.241279,0.000000

Complete execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time, Average time
Threaded,100,Fri Apr 19 23:23:45 2019,Fri Apr 19 23:23:46 2019,jpg,118202,0.241480,0.241279
